combined_rank,division_rank,first_name,last_name,alias,region,division,conservative_rating,mu,sigma,ordinal,matches_played,percentage_of_best
285,62,Fredrik,Tufvesson,fredrikt,SWE,Production Optics,24.7,30.42,6.8,10.03,30,33.68
286,5,Pär,Hylander,hylander,SWE,Classic,24.65,32.23,9.01,5.21,19,83.36
287,63,Dan,Liljeström,liljestrom,SWE,Production Optics,24.65,37.76,15.58,-8.99,9,33.61
288,97,Mattias,Bäckström,beachmatte,SWE,Open,24.62,37.02,14.73,-7.18,10,28.48
289,6,Jerry,Pettersson,laerkkan,SWE,Classic,24.6,28.89,5.09,13.62,54,83.21
290,64,Luis,Soler,luyazami,SWE,Production Optics,24.6,29.54,5.87,11.93,50,33.55
291,35,Patrik,Svedlund,2fast4u,SWE,Standard,24.48,32.27,9.26,4.49,41,53.59
292,36,Mikael,Östling,pergite,SWE,Standard,24.39,34.88,12.46,-2.5,19,53.4
293,55,Robert,Becker,,SWE,Production,24.39,30.18,6.88,9.54,35,41.29
294,65,Thorbjörn,Sjövold,,SWE,Production Optics,24.37,30.45,7.22,8.78,35,33.23
295,37,Mats,Parhammar,mapa,SWE,Standard,24.28,31.31,8.35,6.27,47,53.16
296,56,David,Lindhe,davlin,SWE,Production,24.21,30.04,6.92,9.27,46,40.99
297,57,Mikael,Jung,jung,SWE,Production,24.2,31.76,8.98,4.81,19,40.97
298,38,Johan,Fredriksson,,SWE,Standard,24.16,31.78,9.05,4.63,36,52.9
299,58,Gustav,Arvidsson,ghost,SWE,Production,24.06,32.08,9.52,3.51,23,40.74
300,66,Patrik,Fasth,,SWE,Production Optics,24.02,31.1,8.41,5.88,24,32.76
301,98,Nicklas,Olausson,,SWE,Open,24.01,34.78,12.8,-3.63,17,27.77
302,67,Michael,Lindström,,SWE,Production Optics,23.93,30.07,7.3,8.18,34,32.64
303,59,Jiro,Nihei,zatoichi,SWE,Production,23.93,30.46,7.76,7.19,50,40.51
304,60,Peter,Ardemalm,,SWE,Production,23.91,29.41,6.54,9.79,52,40.48
305,99,Sasa,Petrovic,petrovic,SWE,Open,23.76,40.74,20.17,-19.77,5,27.49
306,61,Peter,Söderberg,psod,SWE,Production,23.73,30.86,8.47,5.45,28,40.18
307,36,Mattias,Wallander,wallan,SWE,Pistol Caliber Carbine,23.72,32.77,10.75,0.53,18,38.7
308,62,Max,Rutkvist,maxo,SWE,Production,23.71,35.03,13.45,-5.32,15,40.14
309,63,Gustav,Mogren,,SWE,Production,23.68,28.34,5.53,11.74,45,40.1
310,68,Klas,Lundberg,kfl69,SWE,Production Optics,23.63,32.95,11.08,-0.28,15,32.22
311,37,Peter,Larsson,pelar,SWE,Pistol Caliber Carbine,23.61,38.74,17.97,-15.17,8,38.52
312,39,Mikael,Janeman,jman,SWE,Standard,23.55,27.12,4.24,14.38,103,51.55
313,64,Magnus,Lindskog,messer,SWE,Production,23.47,28.53,6.02,10.48,34,39.73
314,38,Stilianos ”Stellan”,Simeonidis,odysseus,SWE,Pistol Caliber Carbine,23.45,43.55,23.88,-28.1,3,38.25
315,69,Christopher,Vonasek,,SWE,Production Optics,23.32,28.53,6.18,9.98,40,31.8
316,65,Gerry,Strandberg,,SWE,Production,23.26,27.48,5.01,12.44,73,39.38
317,70,Jonas,Ardemalm,ard,SWE,Production Optics,23.23,32.01,10.43,0.71,13,31.68
318,66,Emil,Nordin,,SWE,Production,23.19,33.91,12.74,-4.31,18,39.26
319,100,Daniel,Andelius,dtf,SWE,Open,23.19,36.07,15.31,-9.85,9,26.82
320,101,Robert,Hansson,,SWE,Open,23.16,30.19,8.35,5.14,20,26.8
321,71,Nikola,Bosanac,,SWE,Production Optics,23.16,29.86,7.96,5.98,24,31.58
322,102,Mattias,Gustafsson,masken,SWE,Open,23.16,42.11,22.53,-25.46,12,26.78
323,103,Daniel,Castillo,,SWE,Open,23.07,34.25,13.29,-5.62,17,26.68
324,67,Joakim,Östby,ostby228,SWE,Production,23.05,28.35,6.3,9.44,59,39.02
325,72,One-Eyed,Jack,ripper,SWE,Production Optics,23.04,29.85,8.09,5.59,29,31.42
326,104,Jocke,Glaés,arson,SWE,Open,22.96,36.9,16.57,-12.8,11,26.56
327,73,Daniel,Streiby,,SWE,Production Optics,22.96,29.79,8.12,5.43,23,31.31
328,105,Ariel,Ramirez,,SWE,Open,22.96,32.47,11.31,-1.46,16,26.55
329,40,Jimmy,Svensson,,SWE,Standard,22.85,30.27,8.81,3.85,34,50.03
330,41,Stefan,Eriksson,ster,SWE,Standard,22.81,29.57,8.03,5.49,41,49.94
331,42,Ronny,Andreassen,,SWE,Standard,22.81,26.71,4.64,12.8,127,49.94
332,43,Patrik,Fritzson,,SWE,Standard,22.81,26.3,4.15,13.85,107,49.93
333,39,Stilianos,Simeonidis,odysseus,SWE,Pistol Caliber Carbine,22.79,43.75,24.9,-30.95,4,37.18
334,74,William,Sandström,wucs,SWE,Production Optics,22.79,28.88,7.24,7.16,37,31.08
335,75,Roberth,Friberg,fribbe,SWE,Production Optics,22.77,29.33,7.8,5.94,22,31.05
336,44,Robert Rob,Andersson,rad,SWE,Standard,22.74,30.27,8.94,3.44,40,49.79
337,106,Magnus,Lindblå,blueman,SWE,Open,22.74,32.66,11.79,-2.72,22,26.3
338,76,Mathias,Martinius,mathias,SWE,Production Optics,22.72,29.04,7.51,6.52,29,30.99
339,107,Stefan,Ekstedt,steeks,SWE,Open,22.68,41.11,21.89,-24.57,7,26.23
340,40,Victor,Lloyd,lloyd,SWE,Pistol Caliber Carbine,22.67,36.92,16.93,-13.87,10,36.99
341,77,Tuomas,Koli,tojmas,SWE,Production Optics,22.61,32.28,11.48,-2.17,18,30.84
342,108,Rolf,Lönn,roffe,SWE,Open,22.61,30.22,9.04,3.09,37,26.15
343,109,Alexander,Runesson,,SWE,Open,22.58,29.37,8.07,5.16,25,26.12
344,68,Emil,Olofsson,4176,SWE,Production,22.48,40.29,21.16,-23.19,6,38.06
345,69,Allan,Bergman,dosch,SWE,Production,22.46,26.46,4.75,12.2,81,38.03
346,45,Emil,Olofsson,,SWE,Standard,22.46,33.99,13.69,-7.09,16,49.18
347,78,Ola,Axelsson,,SWE,Production Optics,22.46,33.94,13.64,-6.97,11,30.63
348,110,Patric,Gustafsson,dronten,SWE,Open,22.44,27.76,6.32,8.79,45,25.96
349,46,Sandra,Arbinger,,SWE,Standard,22.41,27.88,6.5,8.39,52,49.07
350,70,Kristian,Säkki,,SWE,Production,22.4,30.6,9.75,1.36,24,37.92
351,79,Johan,Lindqvist,,SWE,Production Optics,22.4,28.99,7.83,5.49,32,30.54
352,71,Kristian,Abrahamsson,blixzen,SWE,Production,22.39,27.57,6.16,9.09,52,37.9
353,111,Ted,Kvarnström,,SWE,Open,22.34,29.59,8.62,3.74,36,25.84
354,72,Roberth,Friberg,fribbe,SWE,Production,22.32,28.04,6.79,7.66,46,37.79
355,80,Roland,Muntoiu,,SWE,Production Optics,22.32,29.69,8.76,3.41,22,30.44
356,81,Linus,H,linush,SWE,Production Optics,22.27,30.03,9.22,2.37,21,30.38
357,82,Mathias,Rinaldo,,SWE,Production Optics,22.15,28.43,7.46,6.05,28,30.21
358,73,Erik,Lennmarken,,SWE,Production,22.15,30.14,9.5,1.65,27,37.5
359,47,Alf,Wallblom,awall,SWE,Standard,22.14,27.12,5.92,9.37,53,48.47
360,48,Robin,Östman,wox,SWE,Standard,22.11,31.5,11.16,-1.97,20,48.4
361,49,Joakim,Lindberg,,SWE,Standard,22.08,29.75,9.11,2.42,49,48.34
362,74,Mattias,Johannesdal,mmj,SWE,Production,22.08,27.56,6.51,8.04,46,37.38
363,41,Mikael,Sandberg,,SWE,Pistol Caliber Carbine,22.05,37.98,18.93,-18.82,6,35.97
364,75,Joakim,Classon,glockproduction,SWE,Production,22.01,27.25,6.22,8.58,60,37.26
365,76,Sven,Lundberg,sven,SWE,Production,21.97,30.37,9.99,0.41,26,37.19
366,83,Mikael,Söderholm,micke,SWE,Production Optics,21.95,28.84,8.18,4.29,25,29.94
367,84,Filip,Jakobsson,,SWE,Production Optics,21.95,32.19,12.17,-4.31,22,29.93
368,85,Dorothea,Denwood,dorothea,SWE,Production Optics,21.94,28.0,7.2,6.41,31,29.92
369,42,Robin,Larsson,,SWE,Pistol Caliber Carbine,21.87,43.44,25.62,-33.43,2,35.68
370,86,Von,Batti,vonbatti,SWE,Production Optics,21.8,30.25,10.03,0.15,21,29.73
371,87,Catalin,Popelca,,SWE,Production Optics,21.79,29.09,8.67,3.06,28,29.71
372,77,Albin,Hylander,hylanderjunior,SWE,Production,21.78,29.54,9.23,1.87,25,36.87
373,78,Johan,,,SWE,Production,21.76,35.98,16.89,-14.7,10,36.84
374,79,Robert,Svensson,,SWE,Production,21.71,26.18,5.32,10.23,51,36.75
375,50,Jens,Lundström,jenlu,SWE,Standard,21.7,43.28,25.65,-33.65,3,47.5
376,80,Daniel,Denwood,doubledelta,SWE,Production,21.68,32.14,12.43,-5.15,18,36.71
377,43,Rickard,Eriksson,mrmeeseeks,SWE,Pistol Caliber Carbine,21.66,41.28,23.32,-28.68,4,35.33
378,51,Per-Arne,Svensson,caliber,SWE,Standard,21.61,26.26,5.53,9.68,54,47.31
379,52,Peter,Ardemalm,snakeeye,SWE,Standard,21.56,29.81,9.81,0.39,20,47.2
380,88,Joakim,Classon,glockproduction,SWE,Production Optics,21.56,27.21,6.72,7.05,30,29.4
381,53,Stilianos,Simeonidis,odysseus,SWE,Standard,21.53,29.4,9.35,1.35,27,47.14
382,89,Mattias,V,mavog,SWE,Production Optics,21.5,33.63,14.41,-9.6,9,29.32
383,81,Daniel,Aldén,alden,SWE,Production,21.5,27.78,7.46,5.39,27,36.39
384,82,Kristian,Söderström,macmyran,SWE,Production,21.48,25.86,5.21,10.24,61,36.37
385,90,Wille,E,,SWE,Production Optics,21.46,27.49,7.17,5.99,33,29.27
386,54,Håkan,Pearson,hwk,SWE,Standard,21.43,31.59,12.07,-4.63,17,46.91
387,83,Kenneth,Karlsson,knet,SWE,Production,21.41,29.6,9.72,0.42,35,36.25
388,112,Anton,Grimm,labban,SWE,Open,21.4,32.46,13.15,-6.97,13,24.75
389,84,Erik,NotKnown,scoreman,SWE,Production,21.37,27.73,7.56,5.06,38,36.18
390,91,Anders,Bengtsson,abe75,SWE,Production Optics,21.35,25.78,5.27,9.98,68,29.11
391,85,Anders,Dahlberg,,SWE,Production,21.34,26.16,5.72,8.99,72,36.13
392,86,Jens,Syrén,,SWE,Production,21.32,31.68,12.31,-5.25,16,36.09
393,87,Jens,Lindström Lönn,ulvhedin,SWE,Production,21.31,28.82,8.92,2.06,30,36.08
394,44,Henrik,Hjelte,cetre,SWE,Pistol Caliber Carbine,21.31,34.43,15.58,-12.32,10,34.77
395,88,Gustav,Bergenstråle,mtnbeam,SWE,Production,21.31,27.38,7.21,5.74,36,36.08
396,92,Erik,Lennmarken,,SWE,Production Optics,21.3,32.97,13.86,-8.62,10,29.04
397,93,Peter,Eriksson,ekovrajz,SWE,Production Optics,21.29,27.95,7.92,4.19,33,29.03
398,89,Christoffer,Rath Olsen,,SWE,Production,21.27,28.35,8.41,3.11,27,36.01
399,113,Bosse,Jansson,boaw,SWE,Open,21.25,27.0,6.83,6.49,40,24.58
400,55,Magnus,Gustafsson,,SWE,Standard,21.24,32.34,13.19,-7.24,19,46.49
401,90,Mikael,Östling,pergite,SWE,Production,21.17,41.66,24.35,-31.39,4,35.83
402,56,"Mats ""Dalmas""",Bäckström,dalmas4,SWE,Standard,21.17,37.45,19.35,-20.61,5,46.34
403,94,Fred,Fahlqvist,,SWE,Production Optics,21.13,29.44,9.87,-0.16,17,28.82
404,91,Jesper,Gustafsson,jgus,SWE,Production,21.13,29.24,9.64,0.33,20,35.77
405,45,Fredrik,Ferdinandsson,ferdi76,SWE,Pistol Caliber Carbine,21.11,34.32,15.7,-12.77,10,34.43
406,92,Christian,Wallman,,SWE,Production,21.06,38.54,20.77,-23.77,9,35.65
407,114,Dick,Qvarnström,,SWE,Open,21.06,28.16,8.44,2.84,45,24.36
408,93,Daniel,Lindström,tresk,SWE,Production,21.0,26.31,6.32,7.37,69,35.55
409,95,Andre,Lestander,rookie,SWE,Production Optics,21.0,41.25,24.07,-30.95,4,28.63
410,94,Greger,Kontojoki,,SWE,Production,20.95,26.43,6.52,6.88,34,35.47
411,96,Joakim,,mantekh,SWE,Production Optics,20.93,34.74,16.41,-14.48,8,28.54
412,97,Fredrik,Ekstrand,neke,SWE,Production Optics,20.91,32.91,14.26,-9.87,9,28.51
413,57,Martin,Jönsson,jartinmunson,SWE,Standard,20.9,27.53,7.87,3.92,31,45.77
414,58,Roger,Wysiecki,majtii,SWE,Standard,20.9,27.86,8.26,3.06,43,45.76
415,98,Robin,Henriksen,henke,SWE,Production Optics,20.87,31.94,13.15,-7.52,10,28.46
416,59,Sonny,Stenström,ess,SWE,Standard,20.85,31.88,13.1,-7.43,17,45.65
417,115,Christian,Paulsson,,SWE,Open,20.83,29.6,10.42,-1.66,18,24.09
418,95,peter,svedberg,svedde,SWE,Production,20.74,28.65,9.41,0.44,29,35.11
419,96,Tony,Wendelklint,klintan,SWE,Production,20.72,27.01,7.48,4.57,60,35.07
420,116,Mikko,Laukkanen,selector,SWE,Open,20.69,31.23,12.52,-6.33,15,23.94
421,99,Joakim,Stralje,frolomp,SWE,Production Optics,20.68,26.32,6.7,6.22,52,28.2
422,97,Anders,Björk,,SWE,Production,20.68,26.91,7.41,4.69,34,35.01
423,100,Christian,Rönnlöf,,SWE,Production Optics,20.65,30.54,11.75,-4.71,18,28.16
424,60,jonas,renström,,SWE,Standard,20.62,28.4,9.25,0.66,42,45.14
425,61,Erik,Sandell,,SWE,Standard,20.6,25.09,5.34,9.08,73,45.1
426,101,Jonatan,Jonsson,,SWE,Production Optics,20.56,33.93,15.89,-13.73,13,28.04
427,117,Toni,Kaic,kaic,SWE,Open,20.53,28.54,9.51,-0.0,25,23.75
428,98,Timur,Lundholm,,SWE,Production,20.52,28.48,9.46,0.09,24,34.74
429,102,Oskar,Andersson,spalla,SWE,Production Optics,20.5,36.19,18.64,-19.73,5,27.95
430,46,Johan,Nilsson,nilsson1911,SWE,Pistol Caliber Carbine,20.48,29.93,11.23,-3.75,22,33.41
431,62,Kenny,Frohde,baggins,SWE,Standard,20.48,29.86,11.14,-3.57,25,44.84
432,99,Michael,Lindström,,SWE,Production,20.48,27.5,8.35,2.46,39,34.67
433,47,Stefan,Eriksson,ster,SWE,Pistol Caliber Carbine,20.47,29.82,11.1,-3.49,22,33.4
434,103,Susanne,Pejle,pejle,SWE,Production Optics,20.47,25.52,5.99,7.53,60,27.92
435,100,Henrik,Berntsson,punisher,SWE,Production,20.47,29.2,10.37,-1.92,25,34.65
436,104,Andreas,Kraling,glock999,SWE,Production Optics,20.46,27.33,8.16,2.84,23,27.9
437,105,Tom,Westerholm,,SWE,Production Optics,20.45,26.78,7.53,4.2,29,27.88
438,63,Daniel,Lindström,tresk,SWE,Standard,20.44,30.14,11.53,-4.45,25,44.74
439,118,Jörgen,Björk,jorgenbjork,SWE,Open,20.41,46.91,31.49,-47.55,4,23.61
440,64,Johan,Nilsson,,SWE,Standard,20.4,25.59,6.17,7.08,81,44.65
441,106,Thomas,Bengtsson,fanthomas,SWE,Production Optics,20.35,26.22,6.98,5.29,39,27.75
442,119,Lars,Forsman,czbeardly,SWE,Open,20.32,32.63,14.63,-11.26,19,23.51
443,101,Marjan,Angelovski,marang,SWE,Production,20.29,26.3,7.15,4.87,54,34.35
444,65,Henrik,Jonsson,epic,SWE,Standard,20.23,27.92,9.14,0.5,36,44.29
445,107,Robert,Eriksson,rabbagaster,SWE,Production Optics,20.22,28.38,9.69,-0.69,22,27.58
446,66,Patrik,Gren,,SWE,Standard,20.15,31.65,13.66,-9.34,16,44.11
447,108,Hans,Hellenius,chimpy,SWE,Production Optics,20.14,30.5,12.31,-6.43,13,27.46
448,109,Jonny,Gustafsson,sharkbait,SWE,Production Optics,20.12,28.24,9.64,-0.69,25,27.44
449,102,Erik,Lindström,orca,SWE,Production,20.1,25.43,6.33,6.44,65,34.03
450,67,Robert,Pajnic,winnie,SWE,Standard,20.09,27.96,9.35,-0.09,29,43.98
451,103,Patrik,Selinder,selinder,SWE,Production,20.06,39.81,23.47,-30.59,9,33.96
452,110,David,Kjellgren,,SWE,Production Optics,20.06,27.45,8.79,1.08,27,27.35
453,111,Timur,Lundholm,timpa,SWE,Production Optics,20.05,31.78,13.95,-10.05,9,27.34
454,104,Peter,Johansson,,SWE,Production,20.04,24.5,5.3,8.59,71,33.92
455,112,Linus,Kvarnhammar,,SWE,Production Optics,20.02,31.02,13.07,-8.19,9,27.3
456,113,Håkan,Nilsson,,SWE,Production Optics,20.0,27.1,8.44,1.77,28,27.27
457,114,Johannes,Erngren,monkey,SWE,Production Optics,19.96,28.97,10.7,-3.14,16,27.22
458,120,L Erik,Bjalkvall,3gunner,SWE,Open,19.96,35.35,18.29,-19.51,22,23.09
459,115,Björn,Bekkouche,bearseye,SWE,Production Optics,19.95,29.05,10.8,-3.36,17,27.21
460,105,Lars,Kilen,smen,SWE,Production,19.94,26.05,7.26,4.27,44,33.76
461,48,Christoffer,Lindfors,stalken,SWE,Pistol Caliber Carbine,19.91,37.47,20.87,-25.13,5,32.47
462,68,Marcus,Sedin,sedda,SWE,Standard,19.89,27.48,9.01,0.44,41,43.55
463,106,Andreas,Persson,apersson88,SWE,Production,19.89,30.27,12.34,-6.75,22,33.67
464,121,Bengt,Dahl,,SWE,Open,19.87,27.08,8.56,1.4,44,22.99
465,107,Henrik,Kedfors,,SWE,Production,19.86,31.12,13.37,-9.0,20,33.63
466,108,Faj,Tran,fajsan,SWE,Production,19.85,38.77,22.48,-28.66,7,33.61
467,109,Mattias,Kneck,,SWE,Production,19.83,27.31,8.88,0.66,27,33.58
468,122,Douglas,Frykman,drughippo,SWE,Open,19.83,31.9,14.34,-11.13,13,22.93
469,110,Luis,Soler,luyazami,SWE,Production,19.81,25.76,7.07,4.56,71,33.54
470,111,Björn,Mattsson,mattssons,SWE,Production,19.8,25.72,7.03,4.63,31,33.52
471,123,Catalin,Popelca,,SWE,Open,19.79,34.48,17.45,-17.88,7,22.89
472,69,Tord,Andersson,azon,SWE,Standard,19.79,28.17,9.96,-1.72,24,43.32
473,112,Mats,Karlsson,yaps,SWE,Production,19.76,28.65,10.56,-3.03,28,33.45
474,116,Robin,Persson,rp11,SWE,Production Optics,19.76,27.09,8.71,0.96,22,26.94
475,70,Jonas,Johansson,,SWE,Standard,19.75,26.9,8.49,1.42,35,43.24
476,71,Pontus,Sjögren,min,SWE,Standard,19.74,27.74,9.51,-0.79,32,43.21
477,7,Bengt,Bäckström,duracell,SWE,Classic,19.73,25.52,6.88,4.89,61,66.74
478,124,Daniel,Falk,dajo75,SWE,Open,19.7,36.43,19.88,-23.22,8,22.78
479,49,Oscar,Holstrup,ohp,SWE,Pistol Caliber Carbine,19.7,32.39,15.09,-12.87,9,32.13
480,72,Jim,Gellin,,SWE,Standard,19.67,25.83,7.32,3.88,41,43.07
481,117,Peter,Retep,retep,SWE,Production Optics,19.62,28.24,10.24,-2.49,15,26.75
482,73,Mats,Karlsson,yaps,SWE,Standard,19.59,32.77,15.65,-14.2,11,42.9
483,125,Saša,Petrović,petrovic,SWE,Open,19.59,37.22,20.95,-25.63,4,22.66
484,113,Josef,Yousefian,,SWE,Production,19.58,25.69,7.25,3.94,51,33.16
485,118,Fredrik,Holmström,,SWE,Production Optics,19.58,30.37,12.82,-8.08,12,26.71
486,8,Kent,Stangvik,nordicraven,SWE,Classic,19.5,27.62,9.65,-1.34,23,65.93
487,74,Christian,Rönnlöf,,SWE,Standard,19.49,32.11,15.0,-12.88,11,42.67
488,75,Lars-Ola,Nilsson,kvasifilosofen,SWE,Standard,19.49,29.55,11.96,-6.32,15,42.66
489,126,Mikael,Jung,jung,SWE,Open,19.48,41.93,26.67,-38.08,2,22.54
490,76,Tomas,Frisell,frisse,SWE,Standard,19.47,30.61,13.24,-9.11,21,42.63
491,119,Mikael,Persson,mikee,SWE,Production Optics,19.46,26.67,8.57,0.96,26,26.54
492,114,Otto,Persson,oper,SWE,Production,19.45,24.87,6.44,5.55,51,32.94
493,77,Henrik,Kedfors,,SWE,Standard,19.39,34.12,17.5,-18.38,16,42.46
494,50,Jonas,Wallgren,junbao,SWE,Pistol Caliber Carbine,19.39,37.02,20.95,-25.82,5,31.64
495,78,Daniel,Tillström,climber,SWE,Standard,19.38,32.47,15.55,-14.18,22,42.43
496,120,Erik,Bjalkvall,3gunner,SWE,Production Optics,19.37,27.96,10.2,-2.65,20,26.42
497,9,Jonas,Björk,whistler,SWE,Classic,19.35,29.66,12.25,-7.1,13,65.44
498,115,Peter,Karlsson,peka,SWE,Production,19.34,27.8,10.06,-2.37,31,32.74
499,51,Jimmie,Adlersson,jimadl,SWE,Pistol Caliber Carbine,19.33,33.13,16.4,-16.06,8,31.53
500,121,Robert,Holmgren,,SWE,Production Optics,19.33,26.91,9.01,-0.11,27,26.36
501,79,Patrik,Hållpås,patrik,SWE,Standard,19.32,25.44,7.28,3.61,49,42.29
502,80,Morten,Jörgensen,,SWE,Standard,19.31,25.34,7.16,3.86,34,42.28
503,81,Jesper,Håkansson,jpha,SWE,Standard,19.3,24.7,6.41,5.46,55,42.25
504,116,Johan,Ström,strom,SWE,Production,19.29,28.34,10.75,-3.91,30,32.66
505,117,Johan,Werner,,SWE,Production,19.25,26.48,8.58,0.72,32,32.59
506,127,Robert,Gunnarsson,rollo,SWE,Open,19.23,26.56,8.72,0.41,39,22.24
507,82,Peter,Norr,,SWE,Standard,19.2,25.33,7.28,3.48,50,42.03
508,122,Robert,Andersson,rubanksps,SWE,Production Optics,19.14,29.11,11.85,-6.43,16,26.11
509,83,Håkan T,Söderholm,semperprimus,SWE,Standard,19.12,25.07,7.07,3.86,45,41.86
510,123,Maximus,Albenius,,SWE,Production Optics,19.11,29.5,12.34,-7.53,14,26.06
511,118,Fredrik,Eriksson Ax,,SWE,Production,19.08,27.3,9.77,-2.02,27,32.3
512,124,Dragan,Simic,,SWE,Production Optics,19.07,25.49,7.63,2.6,26,26.0
513,128,Tuomas,Koli,koli,SWE,Open,19.06,34.14,17.92,-19.62,10,22.05
514,125,Ken,Ny,baggins,SWE,Production Optics,19.06,29.15,11.99,-6.81,14,25.99
515,126,Pelle,Borggren,pobo,SWE,Production Optics,19.05,27.67,10.23,-3.04,19,25.98
516,119,Joakim,Sand,,SWE,Production,19.04,26.84,9.27,-0.96,36,32.24
517,127,Billy,Broberg,badbilly,SWE,Production Optics,19.04,25.81,8.05,1.67,38,25.97
518,84,Lars-Åke,Ingemarsson,3gun,SWE,Standard,19.01,25.34,7.52,2.77,38,41.61
519,85,Tomas,Hermander,glock4u,SWE,Standard,19.0,26.94,9.43,-1.35,33,41.6
520,86,Joel,Ringberg,thisismysafety,SWE,Standard,19.0,28.14,10.86,-4.43,20,41.6
521,129,Ji-Ung,Um,mrchampagne,SWE,Open,18.97,28.49,11.32,-5.45,20,21.94
522,120,Håkan,Myrsell,,SWE,Production,18.97,25.16,7.36,3.07,39,32.11
523,10,lars-tony,skoog,skoogis,SWE,Classic,18.96,37.98,22.59,-29.8,5,64.13
524,121,Martin,Long,,SWE,Production,18.96,27.45,10.09,-2.82,27,32.1
525,130,Göran,Majvall,skaning,SWE,Open,18.96,24.35,6.41,5.12,59,21.93
526,87,Anders,Långberg,,SWE,Standard,18.96,28.72,11.59,-6.07,18,41.5
527,11,Kim,Gustafsson,mopargun,SWE,Classic,18.93,25.21,7.46,2.83,36,64.03
528,128,Martin,Wistrand,,SWE,Production Optics,18.91,25.6,7.95,1.75,28,25.78
529,122,Vinko,Rosic,vince,SWE,Production,18.89,24.75,6.96,3.87,55,31.98
530,123,Alexander,Perlman,,SWE,Production,18.85,24.55,6.78,4.23,37,31.92
531,1,Olle,Lindskog,olle,SWE,Revolver,18.84,25.51,7.92,1.74,51,100.0
532,88,Joakim,Rudensten,jr528swe,SWE,Standard,18.83,25.59,8.03,1.49,50,41.23
533,89,jaakko,kangasvieri,jaakkok,SWE,Standard,18.82,27.23,9.99,-2.74,31,41.21
534,131,Jan,Mattsson,janm,SWE,Open,18.8,24.52,6.8,4.13,51,21.75
535,90,Victor,Svensson,sheriffen,SWE,Standard,18.79,29.66,12.92,-9.08,13,41.15
536,124,Martin,Vestin,ots,SWE,Production,18.78,30.71,14.18,-11.82,17,31.8
537,12,Adam,Lundgren,adamlun,SWE,Classic,18.75,27.1,9.93,-2.68,25,63.4
538,13,Magnus,Appelkvist,kapten,SWE,Classic,18.74,25.33,7.82,1.86,54,63.39
539,91,jonas,pettersson,jonasp,SWE,Standard,18.74,25.66,8.22,0.99,35,41.03
540,125,Edith,Gustavsson,,SWE,Production,18.73,24.39,6.72,4.22,63,31.71
541,92,Johan,Lundberg,lundberg90,SWE,Standard,18.73,33.19,17.18,-18.35,9,41.01
542,93,Henrik,Berntson,punisher,SWE,Standard,18.71,29.29,12.58,-8.44,12,40.96
543,132,Johan,Nilsson,nilsson1911,SWE,Open,18.71,28.14,11.21,-5.49,15,21.64
544,94,Petri,Kljutschnik,blyspridarn,SWE,Standard,18.7,24.73,7.16,3.24,44,40.94
545,95,Kim,Gustafsson,mopargun,SWE,Standard,18.7,25.81,8.45,0.46,26,40.93
546,129,Per,Bandenius,bandenius,SWE,Production Optics,18.69,25.22,7.76,1.95,33,25.48
547,130,Niclas,Seydlitz,bossebus,SWE,Production Optics,18.67,26.21,8.95,-0.65,23,25.47
548,126,Robin,Hellström,blomman,SWE,Production,18.66,28.06,11.18,-5.46,20,31.58
549,96,Janne,Almkvist,jannea,SWE,Standard,18.65,28.76,12.01,-7.26,18,40.84
550,127,Mile,Djoric,balkanboy,SWE,Production,18.63,26.74,9.64,-2.17,26,31.54
551,131,Mikael,Andersson,mickemuz,SWE,Production Optics,18.62,29.4,12.81,-9.02,13,25.39
552,52,Marcus,Lindström,marcus,SWE,Pistol Caliber Carbine,18.61,28.78,12.08,-7.47,14,30.36
553,132,Christian,Andersson,,SWE,Production Optics,18.61,26.04,8.83,-0.45,24,25.38
554,133,Emil,Kantelius,eka,SWE,Production Optics,18.6,28.45,11.71,-6.67,14,25.36
555,128,Lilly,Westberg,,SWE,Production,18.56,27.57,10.7,-4.54,22,31.43
556,133,mikael,söderholm,,SWE,Open,18.52,27.64,10.83,-4.86,21,21.42
557,134,Johan,Åström,a5trom,SWE,Open,18.52,37.77,22.87,-30.85,6,21.42
558,97,Tåbbe,Asplind,aspen,SWE,Standard,18.5,26.96,10.06,-3.2,26,40.51
559,98,Roland,Dahlman,roland,SWE,Standard,18.5,29.93,13.59,-10.82,23,40.5
560,53,Christer,Karlsson,nsslt,SWE,Pistol Caliber Carbine,18.49,32.86,17.07,-18.34,8,30.17
561,14,David,Lindhe,davlin,SWE,Classic,18.48,29.26,12.8,-9.15,13,62.51
562,54,Daniel,Freij,fr3ij,SWE,Pistol Caliber Carbine,18.48,33.91,18.33,-21.07,9,30.15
563,129,Robert,Antonsson,,SWE,Production,18.46,26.87,9.99,-3.11,32,31.25
564,99,Leif,Petersen,sluggo,SWE,Standard,18.43,30.89,14.8,-13.52,17,40.35
565,100,Hannu,Vilmi,,SWE,Standard,18.41,24.25,6.94,3.44,52,40.3
566,130,William,Parhammar,thelaw,SWE,Production,18.39,27.0,10.23,-3.68,33,31.14
567,15,Anders,Zander,masterwelder,SWE,Classic,18.38,23.97,6.63,4.06,54,62.17
568,131,Fredrik,Lindén,,SWE,Production,18.36,32.55,16.86,-18.03,13,31.08
569,132,Peder,Nilsson,,SWE,Production,18.33,24.93,7.84,1.4,44,31.03
